Time,Pbat1,Pgrid,Pultracap,PBat2,P-load3,SOC_BAT1
625,41907.0049001938,-11253.9361708318,-1276.71908014802,-31231.8881387225,0,68.9007879784953
625.1,41477.3898750181,-10860.0893218916,2279.732801907,-31205.1691905389,0,68.9004532854395
625.2,41526.1875947037,-10310.7792753984,1059.68603868103,-31800.0841547099,0,68.9001189533108
625.3,41830.1818012582,-10857.4476740136,-158.229298294332,-31552.0230919841,0,68.8997841326832
625.4,41872.9200392352,-11206.8817037895,-1379.2411646152,-31256.1969356596,0,68.899449193863
625.5,41230.0506638647,-10214.7140238349,2141.54838288335,-31607.4618859803,0,68.8991142119572
625.6,41738.2932493584,-11130.7203642028,912.642295508912,-31180.5232094199,0,68.8987793612709
625.7,41728.4740625882,-11390.6404154395,-330.401198169114,-30928.6922754952,0,68.8984437301301
625.8,41930.3705960727,-11345.7818991264,-1583.25731049981,-31174.4862771779,0,68.8981080009222
625.9,41408.0556703209,-11037.6052671308,1932.22884923393,-30942.1910087473,0,68.8977727971609
626,41781.9282542555,-11531.0393303956,672.855576179388,-30840.6215689376,0,68.8974375520969
626.1,41965.9805721478,-10728.5655271796,-582.777576658932,-31830.9726876919,0,68.8971026820487
626.2,41973.2105954932,-11056.3181544385,-1856.34308684463,-31501.5261969961,0,68.8967687993871
626.3,41700.8083339322,-10603.0804145229,1623.21301020342,-31675.5668642456,0,68.8964350036271
626.4,41866.4494356657,-10874.6794161836,353.393081907666,-31582.9508384813,0,68.8961016567902
626.5,41828.7619908284,-10778.4683427013,-927.998678055055,-31631.9458630135,0,68.8957688425997
626.6,42053.1788325276,-11197.0558938825,-2217.93627462873,-31432.321533361,0,68.8954369372033
626.7,41719.4184494529,-10721.6060003427,1237.84593153691,-31587.711460583,0,68.8951058856509
626.8,42073.6904103615,-10584.1624939715,-54.3676633836952,-32069.4096806727,0,68.8947753552675
626.9,42220.2131959616,-11594.625088879,-1357.34795493731,-31199.0991216103,0,68.894444928415
627,41835.648847021,-11167.1852233622,2083.97187960965,-31259.0072310778,0,68.8941149082085
627.1,41581.9540413524,-10432.1331168808,775.999009195219,-31736.1171235746,0,68.8937844534456
627.2,42089.5198728701,-11404.5801234171,-543.767418521839,-31258.7576141056,0,68.8934541153314
627.3,41832.5280392621,-11050.3915496087,-1873.39034947606,-31374.1696716774,0,68.8931242590738
